chauffageemissionid,chauffageid,begesid,co2emischauffage,datedebut,datefin,rank
3245,4,105,24.677964926349972,2023-11-17,2023-11-17,4
3246,5,105,15.77707724184271,2023-11-18,2023-11-18,1
3247,7,105,23.78848865025013,2023-11-19,2023-11-19,5
3248,5,105,18.849543636430464,2023-11-20,2023-11-20,1
3249,3,105,15.361151638685987,2023-11-21,2023-11-21,5
3250,5,105,26.941924528234836,2023-11-22,2023-11-22,4
3251,4,105,3.658687593030524,2023-11-23,2023-11-23,4
3252,6,105,18.845981121673294,2023-11-24,2023-11-24,4
3253,7,105,16.71415433642786,2023-11-25,2023-11-25,4
3254,2,105,19.495826448463855,2023-11-26,2023-11-26,5
3255,4,105,19.859479586487403,2023-11-27,2023-11-27,1
3256,4,106,3.434768809394746,2023-03-21,2023-03-21,4
3257,2,106,23.600416529003017,2023-03-22,2023-03-22,2
3258,5,106,14.902299639254064,2023-03-23,2023-03-23,5
3259,3,106,20.53989516306322,2023-03-24,2023-03-24,3
3260,5,106,16.569571344406246,2023-03-25,2023-03-25,5
3261,2,106,3.8772572601351407,2023-03-26,2023-03-26,2
3262,2,106,6.468527440542356,2023-03-27,2023-03-27,5
3263,8,106,5.845086003437924,2023-03-28,2023-03-28,5
3264,4,106,17.436037569871765,2023-03-29,2023-03-29,3
3265,6,106,10.357147408591022,2023-03-30,2023-03-30,5
3266,5,106,14.162225901753782,2023-03-31,2023-03-31,4
3267,3,106,18.627966543554894,2023-04-01,2023-04-01,1
3268,4,106,12.139123574894866,2023-04-02,2023-04-02,2
3269,7,106,20.776321177627096,2023-04-03,2023-04-03,1
3270,4,106,13.59807803418309,2023-04-04,2023-04-04,4
3271,8,106,29.33642260728368,2023-04-05,2023-04-05,1
3272,1,106,25.31856092961775,2023-04-06,2023-04-06,2
3273,3,106,29.24127261053795,2023-04-07,2023-04-07,3
3274,2,106,26.855852863783504,2023-04-08,2023-04-08,4
3275,6,106,12.679788176651925,2023-04-09,2023-04-09,4
3276,2,106,2.343009394668063,2023-04-10,2023-04-10,4
3277,8,106,11.295047458036517,2023-04-11,2023-04-11,2
3278,1,106,19.17611541821016,2023-04-12,2023-04-12,5
3279,5,106,2.8884594451845333,2023-04-13,2023-04-13,3
3280,8,106,6.02017029162949,2023-04-14,2023-04-14,5
3281,4,106,3.4870336821993178,2023-04-15,2023-04-15,5
3282,5,106,18.193778390500736,2023-04-16,2023-04-16,2
3283,1,106,22.97319383444166,2023-04-17,2023-04-17,3
3284,7,106,23.948338625893793,2023-04-18,2023-04-18,3
3285,7,106,12.847997681633737,2023-04-19,2023-04-19,2
3286,8,106,29.647607232060103,2023-04-20,2023-04-20,1
3287,4,107,12.12755804984975,2023-05-01,2023-05-01,2
3288,4,107,12.295868566752882,2023-05-02,2023-05-02,5
3289,8,107,21.50008834380182,2023-05-03,2023-05-03,4
3290,6,107,7.973523003941607,2023-05-04,2023-05-04,3
3291,6,107,27.207545669148157,2023-05-05,2023-05-05,4
3292,7,107,23.27308694654279,2023-05-06,2023-05-06,3
3293,6,107,8.482061946813118,2023-05-07,2023-05-07,1
3294,1,107,27.52061736620476,2023-05-08,2023-05-08,1
3295,2,107,14.614676091899073,2023-05-09,2023-05-09,4
3296,6,107,26.12612452764079,2023-05-10,2023-05-10,3
3297,6,107,6.236599133837636,2023-05-11,2023-05-11,2
3298,5,107,20.465390340796997,2023-05-12,2023-05-12,3
3299,4,107,1.1781388008917668,2023-05-13,2023-05-13,4
3300,4,107,19.344964721474117,2023-05-14,2023-05-14,2
3301,5,107,2.290644602531226,2023-05-15,2023-05-15,3
3302,2,107,29.900630737372552,2023-05-16,2023-05-16,2
3303,6,107,17.424557473687056,2023-05-17,2023-05-17,5
3304,2,107,8.35603052474318,2023-05-18,2023-05-18,2
3305,3,107,20.42791437095314,2023-05-19,2023-05-19,4
3306,3,107,22.81824982254147,2023-05-20,2023-05-20,4
3307,3,107,9.104793056533053,2023-05-21,2023-05-21,1
3308,3,107,7.399599860909929,2023-05-22,2023-05-22,3
3309,7,107,13.361462421185808,2023-05-23,2023-05-23,5
3310,1,107,1.980012573427166,2023-05-24,2023-05-24,2
3311,4,107,24.147930894258238,2023-05-25,2023-05-25,2
3312,4,107,21.81692720272803,2023-05-26,2023-05-26,4
3313,1,107,15.797225932025796,2023-05-27,2023-05-27,5
3314,8,107,25.520603471845963,2023-05-28,2023-05-28,2
3315,8,107,13.23726052340425,2023-05-29,2023-05-29,3
3316,8,107,26.827793560372516,2023-05-30,2023-05-30,4
3317,3,107,10.502098388074634,2023-05-31,2023-05-31,3
3318,6,108,10.690190666837152,2023-11-24,2023-11-24,5
3319,3,108,12.198166875761315,2023-11-25,2023-11-25,2
3320,5,108,26.299970061008874,2023-11-26,2023-11-26,2
3321,4,108,9.366889704521759,2023-11-27,2023-11-27,1
3322,7,108,11.037857367718196,2023-11-28,2023-11-28,5
3323,7,108,26.037921825200137,2023-11-29,2023-11-29,2
3324,5,108,18.953369983348775,2023-11-30,2023-11-30,2
3325,3,108,14.149658513971861,2023-12-01,2023-12-01,5
3326,2,108,14.841505473823176,2023-12-02,2023-12-02,4
3327,5,108,17.772172060937812,2023-12-03,2023-12-03,4
3328,8,108,14.278912893747178,2023-12-04,2023-12-04,4
3329,6,108,7.924513138613235,2023-12-05,2023-12-05,3
3330,3,108,9.902556218833729,2023-12-06,2023-12-06,3
3331,3,108,11.166727250841468,2023-12-07,2023-12-07,5
3332,8,108,4.705016247895895,2023-12-08,2023-12-08,1
3333,4,108,5.744731806210764,2023-12-09,2023-12-09,5
3334,8,108,12.176013157820268,2023-12-10,2023-12-10,2
3335,6,108,6.0217103561324805,2023-12-11,2023-12-11,3
3336,3,108,5.1078423046678925,2023-12-12,2023-12-12,4
3337,7,108,18.39850616347934,2023-12-13,2023-12-13,1
3338,7,108,27.884191286991847,2023-12-14,2023-12-14,5
3339,3,108,6.7794027792509945,2023-12-15,2023-12-15,5
3340,4,108,18.13791073566116,2023-12-16,2023-12-16,5
3341,5,108,28.69212194357976,2023-12-17,2023-12-17,1
3342,2,108,11.839719874652364,2023-12-18,2023-12-18,1
3343,8,108,29.927812922486794,2023-12-19,2023-12-19,2
3344,2,108,10.489650626947727,2023-12-20,2023-12-20,2
3345,5,108,13.361113847443809,2023-12-21,2023-12-21,1
3346,5,108,23.80209738243406,2023-12-22,2023-12-22,2
3347,4,108,7.633785075432064,2023-12-23,2023-12-23,3
3348,1,108,14.190362573404375,2023-12-24,2023-12-24,2
3349,8,109,1.826424999675366,2023-10-16,2023-10-16,4
3350,3,109,6.130512333791707,2023-10-17,2023-10-17,5
3351,2,109,16.102786883661963,2023-10-18,2023-10-18,1
3352,1,109,8.402786461152383,2023-10-19,2023-10-19,4
3353,7,109,8.821127232913591,2023-10-20,2023-10-20,5
3354,7,109,20.541507151061694,2023-10-21,2023-10-21,2
3355,8,109,1.299556417655622,2023-10-22,2023-10-22,1
3356,5,109,24.424179035174568,2023-10-23,2023-10-23,2
3357,6,109,6.093023081318672,2023-10-24,2023-10-24,4
3358,7,109,27.03558629969907,2023-10-25,2023-10-25,5
3359,8,109,15.346884528021251,2023-10-26,2023-10-26,2
3360,8,109,26.141350462611445,2023-10-27,2023-10-27,2
3361,1,109,28.909587398120905,2023-10-28,2023-10-28,5
3362,6,109,10.807549886323706,2023-10-29,2023-10-29,4
3363,7,109,20.77438681268536,2023-10-30,2023-10-30,3
3364,8,109,5.369008617454872,2023-10-31,2023-10-31,1
3365,2,109,26.90703742382798,2023-11-01,2023-11-01,5
3366,1,109,20.015370533470865,2023-11-02,2023-11-02,2
3367,8,109,24.672341148448638,2023-11-03,2023-11-03,5
3368,8,109,18.961581254273,2023-11-04,2023-11-04,3
3369,5,109,22.97587598124225,2023-11-05,2023-11-05,2
3370,5,109,14.89169822795876,2023-11-06,2023-11-06,4
3371,3,109,12.199189301693965,2023-11-07,2023-11-07,4
3372,4,109,7.536914009898437,2023-11-08,2023-11-08,5
3373,2,109,21.52180701510556,2023-11-09,2023-11-09,3
3374,7,109,8.351618549927803,2023-11-10,2023-11-10,2
3375,4,109,20.59849994318631,2023-11-11,2023-11-11,1
3376,7,109,26.601937617765024,2023-11-12,2023-11-12,3
3377,4,109,9.64878410488504,2023-11-13,2023-11-13,1
3378,6,109,22.647029484707076,2023-11-14,2023-11-14,5
3379,3,109,18.56226586568533,2023-11-15,2023-11-15,2
3380,7,110,12.782421409855148,2023-06-06,2023-06-06,2
3381,5,110,20.824897028905443,2023-06-07,2023-06-07,1
3382,3,110,7.2663531024851675,2023-06-08,2023-06-08,4
3383,1,110,19.813663206067513,2023-06-09,2023-06-09,5
3384,3,110,5.802045917442678,2023-06-10,2023-06-10,1
3385,4,110,8.609339374098576,2023-06-11,2023-06-11,2
3386,2,110,29.06896126576129,2023-06-12,2023-06-12,1
3387,6,110,17.152987294109284,2023-06-13,2023-06-13,5
3388,7,110,15.575254912419249,2023-06-14,2023-06-14,2
3389,5,110,6.3240340820914245,2023-06-15,2023-06-15,3
3390,7,110,27.538174724785183,2023-06-16,2023-06-16,4
3391,3,110,2.6038015811352775,2023-06-17,2023-06-17,2
3392,5,110,3.856846743531094,2023-06-18,2023-06-18,4
3393,4,110,17.925827935601312,2023-06-19,2023-06-19,5
3394,4,110,27.948693410467214,2023-06-20,2023-06-20,5
3395,8,110,10.339115265235293,2023-06-21,2023-06-21,4
3396,4,110,16.938269741133425,2023-06-22,2023-06-22,1
3397,2,110,4.783798735525052,2023-06-23,2023-06-23,3
3398,5,110,22.992009266762064,2023-06-24,2023-06-24,3
3399,6,110,11.450554624972227,2023-06-25,2023-06-25,5
3400,7,110,26.835841086709056,2023-06-26,2023-06-26,2
3401,8,110,17.122129355541357,2023-06-27,2023-06-27,3
3402,8,110,23.73732230695286,2023-06-28,2023-06-28,3
3403,1,110,7.740491483239712,2023-06-29,2023-06-29,1
3404,1,110,3.9981534474955254,2023-06-30,2023-06-30,2
3405,2,110,29.308951044023473,2023-07-01,2023-07-01,1
3406,5,110,29.987757276514838,2023-07-02,2023-07-02,2
3407,2,110,2.366541359322328,2023-07-03,2023-07-03,3
3408,6,110,26.046933957894616,2023-07-04,2023-07-04,4
3409,1,110,16.84512328026618,2023-07-05,2023-07-05,1
3410,2,110,28.859940927723713,2023-07-06,2023-07-06,4
3411,6,111,14.238850991545842,2023-10-09,2023-10-09,4
3412,1,111,14.06403808015088,2023-10-10,2023-10-10,5
3413,8,111,7.578686690708645,2023-10-11,2023-10-11,3
3414,3,111,5.719396619729829,2023-10-12,2023-10-12,5
3415,8,111,20.36158825314962,2023-10-13,2023-10-13,4
3416,2,111,3.0408383773479892,2023-10-14,2023-10-14,4
3417,4,111,8.424704737997796,2023-10-15,2023-10-15,3
3418,4,111,7.408193845333893,2023-10-16,2023-10-16,2
3419,2,111,13.775155838952722,2023-10-17,2023-10-17,2
3420,1,111,11.586190032098564,2023-10-18,2023-10-18,1
3421,4,111,8.591366533475027,2023-10-19,2023-10-19,1
3422,6,111,8.308707424412978,2023-10-20,2023-10-20,4
3423,4,111,10.266339915057825,2023-10-21,2023-10-21,1
3424,1,111,21.498745827258908,2023-10-22,2023-10-22,4
3425,3,111,26.469959858563,2023-10-23,2023-10-23,1
3426,4,111,13.326075032719649,2023-10-24,2023-10-24,3
3427,5,111,12.864828955031479,2023-10-25,2023-10-25,5
3428,4,111,26.011354268008304,2023-10-26,2023-10-26,1
3429,7,111,16.234612907932124,2023-10-27,2023-10-27,5
3430,8,111,26.896485793860926,2023-10-28,2023-10-28,1
3431,1,111,10.765347764857461,2023-10-29,2023-10-29,3
3432,1,111,13.624115391859839,2023-10-30,2023-10-30,2
3433,2,111,1.7821254059553004,2023-10-31,2023-10-31,4
3434,6,111,22.081113844036107,2023-11-01,2023-11-01,4
3435,3,111,20.07765530987108,2023-11-02,2023-11-02,4
3436,1,111,27.438566602640027,2023-11-03,2023-11-03,4
3437,5,111,22.99761320352887,2023-11-04,2023-11-04,5
3438,1,111,13.740425985673271,2023-11-05,2023-11-05,2
3439,1,111,16.882002270016024,2023-11-06,2023-11-06,3
3440,1,111,14.526490888687233,2023-11-07,2023-11-07,5
3441,4,111,24.21346112625022,2023-11-08,2023-11-08,2
3442,5,112,27.311239620914495,2023-03-18,2023-03-18,5
3443,2,112,21.177710163427875,2023-03-19,2023-03-19,4
3444,5,112,25.861672423762666,2023-03-20,2023-03-20,5
3445,3,112,27.88357805279872,2023-03-21,2023-03-21,2
3446,3,112,21.91076745589895,2023-03-22,2023-03-22,2
3447,5,112,19.432068050521774,2023-03-23,2023-03-23,2
3448,7,112,29.6268681227585,2023-03-24,2023-03-24,2
3449,6,112,20.158959173101977,2023-03-25,2023-03-25,1
3450,3,112,10.940812648353235,2023-03-26,2023-03-26,2
3451,1,112,20.94927505803375,2023-03-27,2023-03-27,1
3452,2,112,5.117253046580771,2023-03-28,2023-03-28,1
3453,8,112,25.054747481215212,2023-03-29,2023-03-29,3
3454,7,112,22.31533208648016,2023-03-30,2023-03-30,3
3455,5,112,7.5954834517764285,2023-03-31,2023-03-31,1
3456,1,112,23.38340185560917,2023-04-01,2023-04-01,5
3457,1,112,10.853325962808405,2023-04-02,2023-04-02,2
3458,3,112,28.83814539593388,2023-04-03,2023-04-03,4
3459,3,112,2.5108659341966235,2023-04-04,2023-04-04,1
3460,2,112,27.994828125395706,2023-04-05,2023-04-05,2
3461,5,112,23.91299010874724,2023-04-06,2023-04-06,4
3462,7,112,2.6627060284138366,2023-04-07,2023-04-07,4
3463,6,112,7.71282757058187,2023-04-08,2023-04-08,5
3464,6,112,15.8841747456423,2023-04-09,2023-04-09,5
3465,6,112,4.137971604276924,2023-04-10,2023-04-10,3
3466,8,112,1.8788966328000658,2023-04-11,2023-04-11,3
3467,7,112,2.12660849505575,2023-04-12,2023-04-12,5
3468,2,112,5.473251729739088,2023-04-13,2023-04-13,1
3469,2,112,5.857689667741334,2023-04-14,2023-04-14,5
3470,7,112,2.373417896347188,2023-04-15,2023-04-15,1
3471,4,112,17.689588737547673,2023-04-16,2023-04-16,1
3472,5,112,5.237904279220239,2023-04-17,2023-04-17,3
3473,1,113,25.69631726282116,2023-06-10,2023-06-10,2
3474,6,113,7.44444012384859,2023-06-11,2023-06-11,2
3475,8,113,7.747061839314495,2023-06-12,2023-06-12,4
3476,6,113,25.85445496941507,2023-06-13,2023-06-13,3
3477,5,113,21.36342554070962,2023-06-14,2023-06-14,3
3478,5,113,20.946501784445356,2023-06-15,2023-06-15,5
3479,3,113,3.292055061425692,2023-06-16,2023-06-16,5
3480,4,113,5.788235771071361,2023-06-17,2023-06-17,3
3481,5,113,25.403825207612204,2023-06-18,2023-06-18,3
3482,1,113,17.8261210935314,2023-06-19,2023-06-19,4
3483,3,113,24.355994933490525,2023-06-20,2023-06-20,3
3484,8,113,10.14618563412998,2023-06-21,2023-06-21,4
3485,2,113,6.48819929363152,2023-06-22,2023-06-22,1
3486,1,113,26.983477520909872,2023-06-23,2023-06-23,1
3487,6,113,29.192142507025345,2023-06-24,2023-06-24,3
3488,7,113,6.6625554304714925,2023-06-25,2023-06-25,5
3489,1,113,16.11095144944216,2023-06-26,2023-06-26,5
3490,3,113,4.736892596543951,2023-06-27,2023-06-27,2
3491,6,113,9.703246872893745,2023-06-28,2023-06-28,2
3492,1,113,21.978437340625423,2023-06-29,2023-06-29,4
3493,7,113,16.378115413323393,2023-06-30,2023-06-30,2
3494,5,113,23.670209172353967,2023-07-01,2023-07-01,5
3495,4,113,17.058568483620242,2023-07-02,2023-07-02,5
3496,7,113,20.131397716516062,2023-07-03,2023-07-03,1
3497,2,113,14.59037732343739,2023-07-04,2023-07-04,5
3498,8,113,2.8132014031182484,2023-07-05,2023-07-05,2
3499,5,113,17.348947828933454,2023-07-06,2023-07-06,2
3500,6,113,27.867540803173416,2023-07-07,2023-07-07,3
3501,8,113,1.1904019595055677,2023-07-08,2023-07-08,1
3502,3,113,2.948405627913017,2023-07-09,2023-07-09,3
3503,5,113,2.3541395243670804,2023-07-10,2023-07-10,4
3504,7,114,1.2017842429991976,2023-07-27,2023-07-27,2
3505,1,114,6.0053500454148185,2023-07-28,2023-07-28,3
3506,2,114,23.540848547550564,2023-07-29,2023-07-29,4
3507,3,114,10.613175286967051,2023-07-30,2023-07-30,5
3508,5,114,1.328847682896729,2023-07-31,2023-07-31,1
3509,5,114,18.119149955699797,2023-08-01,2023-08-01,4
3510,1,114,7.107443727274254,2023-08-02,2023-08-02,3
3511,4,114,23.411139874151704,2023-08-03,2023-08-03,3
3512,5,114,13.545123211414813,2023-08-04,2023-08-04,1
3513,7,114,12.17785045514169,2023-08-05,2023-08-05,2
3514,3,114,3.0257470132040742,2023-08-06,2023-08-06,4
3515,7,114,9.554020675141508,2023-08-07,2023-08-07,5
3516,1,114,10.49787987915422,2023-08-08,2023-08-08,5
3517,7,114,1.1976587134953538,2023-08-09,2023-08-09,2
3518,8,114,27.962343245365364,2023-08-10,2023-08-10,5
3519,4,114,9.643521633239116,2023-08-11,2023-08-11,2
3520,7,114,1.4736653257658803,2023-08-12,2023-08-12,1
3521,4,114,20.709071337092077,2023-08-13,2023-08-13,1
3522,5,114,5.841378202189072,2023-08-14,2023-08-14,1
3523,7,114,14.476064728978626,2023-08-15,2023-08-15,4
3524,4,114,23.933827499947547,2023-08-16,2023-08-16,1
3525,3,114,17.806192220803943,2023-08-17,2023-08-17,5
3526,1,114,9.797344229941341,2023-08-18,2023-08-18,2
3527,2,114,17.90941064464291,2023-08-19,2023-08-19,3
3528,4,114,2.3631314090940374,2023-08-20,2023-08-20,4
3529,3,114,12.027432161721684,2023-08-21,2023-08-21,2
3530,6,114,5.782814879807371,2023-08-22,2023-08-22,5
3531,8,114,11.862924543902368,2023-08-23,2023-08-23,1
3532,1,114,2.8455290513835774,2023-08-24,2023-08-24,3
3533,8,114,18.323295206152025,2023-08-25,2023-08-25,5
3534,6,114,10.827308278690209,2023-08-26,2023-08-26,5
3535,3,115,6.5332058547469405,2023-03-07,2023-03-07,2
3536,4,115,17.118527076962017,2023-03-08,2023-03-08,5
3537,1,115,6.938882706891315,2023-03-09,2023-03-09,3
3538,4,115,22.99871404364861,2023-03-10,2023-03-10,4
3539,7,115,4.410601166208652,2023-03-11,2023-03-11,5
3540,8,115,19.917589963496116,2023-03-12,2023-03-12,5
3541,8,115,28.505144371520306,2023-03-13,2023-03-13,1
3542,4,115,3.56559766372506,2023-03-14,2023-03-14,1
3543,4,115,14.334281487998625,2023-03-15,2023-03-15,2
3544,6,115,23.502808275750336,2023-03-16,2023-03-16,2
3545,3,115,24.704310212821508,2023-03-17,2023-03-17,4
3546,1,115,21.332476968219563,2023-03-18,2023-03-18,4
3547,7,115,16.338641868058286,2023-03-19,2023-03-19,1
3548,6,115,29.138961305261383,2023-03-20,2023-03-20,3
3549,6,115,19.984263784153548,2023-03-21,2023-03-21,1
3550,2,115,14.720569154690496,2023-03-22,2023-03-22,3
3551,7,115,20.135733403709914,2023-03-23,2023-03-23,1
3552,3,115,29.956481371893627,2023-03-24,2023-03-24,2
3553,6,115,6.361933852582011,2023-03-25,2023-03-25,2
3554,1,115,7.983425020776859,2023-03-26,2023-03-26,1
3555,7,115,14.661378140676332,2023-03-27,2023-03-27,4
3556,4,115,20.449466026671743,2023-03-28,2023-03-28,3
3557,7,115,9.57094995823206,2023-03-29,2023-03-29,3
3558,2,115,19.297858584048296,2023-03-30,2023-03-30,2
3559,1,115,16.73140452128864,2023-03-31,2023-03-31,5
3560,8,115,19.936567185447352,2023-04-01,2023-04-01,4
3561,4,115,25.69310170646187,2023-04-02,2023-04-02,2
3562,6,115,3.1164119043592318,2023-04-03,2023-04-03,2
3563,3,115,16.583074808283342,2023-04-04,2023-04-04,2
3564,6,115,22.972060788552472,2023-04-05,2023-04-05,3
3565,3,115,8.053080103587662,2023-04-06,2023-04-06,5
3566,7,116,17.696125415162708,2023-02-28,2023-02-28,4
3567,2,116,17.25505231110367,2023-03-01,2023-03-01,5
3568,7,116,15.103727889181927,2023-03-02,2023-03-02,4
3569,1,116,7.999148634891124,2023-03-03,2023-03-03,2
3570,7,116,16.096791292141233,2023-03-04,2023-03-04,2
3571,1,116,23.91139449095706,2023-03-05,2023-03-05,4
3572,3,116,17.20395502782856,2023-03-06,2023-03-06,4
3573,5,116,18.770815231200945,2023-03-07,2023-03-07,5
3574,5,116,11.829869553182974,2023-03-08,2023-03-08,3
3575,5,116,9.788404943378762,2023-03-09,2023-03-09,1
3576,6,116,13.687219991781754,2023-03-10,2023-03-10,2
3577,7,116,5.706798148086161,2023-03-11,2023-03-11,1
3578,8,116,17.784563066450005,2023-03-12,2023-03-12,4
3579,4,116,26.614590052996785,2023-03-13,2023-03-13,1
3580,8,116,29.706138610081837,2023-03-14,2023-03-14,5
3581,2,116,17.131406728262473,2023-03-15,2023-03-15,4
3582,3,116,15.677844495419238,2023-03-16,2023-03-16,2
3583,4,116,14.68448174083796,2023-03-17,2023-03-17,3
3584,2,116,5.776788296366154,2023-03-18,2023-03-18,1
3585,5,116,20.164955858418107,2023-03-19,2023-03-19,3
3586,8,116,25.67098677580489,2023-03-20,2023-03-20,2
3587,1,116,9.904146799347984,2023-03-21,2023-03-21,2
3588,6,116,23.539511857896194,2023-03-22,2023-03-22,1
3589,1,116,16.535215484559586,2023-03-23,2023-03-23,5
3590,2,116,4.168580340345599,2023-03-24,2023-03-24,1
3591,5,116,2.0255447896662098,2023-03-25,2023-03-25,2
3592,3,116,6.968806812503184,2023-03-26,2023-03-26,1
3593,6,116,9.004399340115482,2023-03-27,2023-03-27,1
3594,3,116,1.4520913617218838,2023-03-28,2023-03-28,5
3595,2,116,10.540522867276103,2023-03-29,2023-03-29,4
3596,2,116,23.337948308380803,2023-03-30,2023-03-30,2
3597,3,117,22.244117630574635,2023-03-27,2023-03-27,5
3598,1,117,19.365025125352247,2023-03-28,2023-03-28,4
3599,3,117,3.262021753696417,2023-03-29,2023-03-29,5
3600,4,117,2.928510611485465,2023-03-30,2023-03-30,5
3601,4,117,18.603781954737208,2023-03-31,2023-03-31,1
3602,2,117,13.713165254685265,2023-04-01,2023-04-01,1
3603,2,117,20.56712692001259,2023-04-02,2023-04-02,1
3604,1,117,19.158988485457165,2023-04-03,2023-04-03,4
3605,8,117,6.203716167692277,2023-04-04,2023-04-04,2
3606,6,117,19.252222527443962,2023-04-05,2023-04-05,5
3607,5,117,19.02974233901104,2023-04-06,2023-04-06,1
3608,4,117,14.312075943915849,2023-04-07,2023-04-07,4
3609,6,117,29.114658959648573,2023-04-08,2023-04-08,2
3610,2,117,21.901061231593832,2023-04-09,2023-04-09,1
3611,2,117,19.827705384154125,2023-04-10,2023-04-10,4
3612,8,117,8.203714634359493,2023-04-11,2023-04-11,2
3613,1,117,6.367312286437093,2023-04-12,2023-04-12,4
3614,4,117,27.16445245504492,2023-04-13,2023-04-13,4
3615,2,117,22.074104956453144,2023-04-14,2023-04-14,4
3616,3,117,19.557428419768943,2023-04-15,2023-04-15,2
3617,8,117,20.16371703439836,2023-04-16,2023-04-16,5
3618,5,117,13.672710038299893,2023-04-17,2023-04-17,5
3619,5,117,22.11928859721539,2023-04-18,2023-04-18,4
3620,6,117,3.2989711199632206,2023-04-19,2023-04-19,1
3621,6,117,27.407768156654015,2023-04-20,2023-04-20,4
3622,7,117,9.793422676051078,2023-04-21,2023-04-21,3
3623,5,117,16.85708356070119,2023-04-22,2023-04-22,5
3624,2,117,6.38250960207302,2023-04-23,2023-04-23,5
3625,3,117,6.659383236342488,2023-04-24,2023-04-24,1
3626,6,117,8.4238974000248,2023-04-25,2023-04-25,2
3627,4,117,5.219630030425347,2023-04-26,2023-04-26,2
3628,7,118,9.60950449093744,2023-11-12,2023-11-12,5
3629,2,118,11.911565040737813,2023-11-13,2023-11-13,5
3630,2,118,28.16536689199538,2023-11-14,2023-11-14,3
3631,1,118,5.723560801708389,2023-11-15,2023-11-15,5
3632,3,118,24.300919341668106,2023-11-16,2023-11-16,4
3633,4,118,10.653274371981464,2023-11-17,2023-11-17,4
3634,5,118,5.064240161411219,2023-11-18,2023-11-18,4
3635,3,118,17.15198242539697,2023-11-19,2023-11-19,2
3636,3,118,12.00368093027173,2023-11-20,2023-11-20,4
3637,4,118,21.397429476789302,2023-11-21,2023-11-21,3
3638,4,118,20.029570215044334,2023-11-22,2023-11-22,3
3639,6,118,4.8154440689957525,2023-11-23,2023-11-23,4
3640,2,118,6.101387764640298,2023-11-24,2023-11-24,4
3641,1,118,26.33918759355805,2023-11-25,2023-11-25,4
3642,5,118,15.93582514285665,2023-11-26,2023-11-26,1
3643,3,118,5.190068064812831,2023-11-27,2023-11-27,4
3644,8,118,10.933488989392622,2023-11-28,2023-11-28,5
3645,8,118,5.48702433216925,2023-11-29,2023-11-29,4
3646,5,118,24.216079002775253,2023-11-30,2023-11-30,3
3647,4,118,2.4633377826641842,2023-12-01,2023-12-01,4
3648,6,118,8.108957663115394,2023-12-02,2023-12-02,1
3649,3,118,25.259627652853858,2023-12-03,2023-12-03,2
3650,8,118,28.954836288563566,2023-12-04,2023-12-04,3
3651,2,118,13.02532610374102,2023-12-05,2023-12-05,4
3652,2,118,14.207058354464339,2023-12-06,2023-12-06,1
3653,5,118,29.515497704861083,2023-12-07,2023-12-07,1
3654,2,118,18.260722757716465,2023-12-08,2023-12-08,5
3655,6,118,26.39039182454702,2023-12-09,2023-12-09,5
3656,4,118,3.883195354035641,2023-12-10,2023-12-10,1
3657,1,118,22.451646910642726,2023-12-11,2023-12-11,3
3658,8,118,15.770088551393437,2023-12-12,2023-12-12,4
3659,6,119,10.434011178489977,2023-02-06,2023-02-06,3
3660,5,119,12.790690979183577,2023-02-07,2023-02-07,3
3661,2,119,2.001748889271896,2023-02-08,2023-02-08,3
3662,4,119,2.7394716180081717,2023-02-09,2023-02-09,3
3663,3,119,22.76646664850622,2023-02-10,2023-02-10,2
3664,4,119,27.331858561323525,2023-02-11,2023-02-11,4
3665,6,119,23.457737429003803,2023-02-12,2023-02-12,2
3666,4,119,4.202791704138055,2023-02-13,2023-02-13,3
3667,1,119,24.005786345212034,2023-02-14,2023-02-14,3
3668,2,119,26.330270047047627,2023-02-15,2023-02-15,3
3669,3,119,23.773140006909088,2023-02-16,2023-02-16,3
3670,3,119,25.17450848429077,2023-02-17,2023-02-17,5
3671,4,119,13.787071450213958,2023-02-18,2023-02-18,1
3672,4,119,10.169124534783471,2023-02-19,2023-02-19,5
3673,6,119,8.728560948899343,2023-02-20,2023-02-20,1
3674,4,119,6.737858027252316,2023-02-21,2023-02-21,1
3675,4,119,12.151901434297123,2023-02-22,2023-02-22,3
3676,2,119,21.635219064827346,2023-02-23,2023-02-23,4
3677,2,119,23.504310092393624,2023-02-24,2023-02-24,2
3678,4,119,19.19185356927608,2023-02-25,2023-02-25,4
3679,1,119,10.783131178360879,2023-02-26,2023-02-26,5
3680,3,119,29.298692159210955,2023-02-27,2023-02-27,3
3681,7,119,8.40645339310257,2023-02-28,2023-02-28,3
3682,5,119,27.745715359212106,2023-03-01,2023-03-01,2
3683,5,119,20.71308505536522,2023-03-02,2023-03-02,2
3684,6,119,15.801666309126674,2023-03-03,2023-03-03,2
3685,7,119,26.450183936946484,2023-03-04,2023-03-04,2
3686,1,119,4.2682931799003345,2023-03-05,2023-03-05,1
3687,3,119,5.798490841319049,2023-03-06,2023-03-06,4
3688,1,119,4.134389191178201,2023-03-07,2023-03-07,2
3689,1,119,5.747827065307465,2023-03-08,2023-03-08,4
3690,2,120,20.78348640616167,2023-12-22,2023-12-22,5
3691,6,120,24.38109914212584,2023-12-23,2023-12-23,3
3692,4,120,23.595121756655185,2023-12-24,2023-12-24,3
3693,6,120,2.9833561842202134,2023-12-25,2023-12-25,3
