alimentationemissionid,alimentid,begesid,co2emisalimentation,datedebut,datefin,rank
3184,3,359,12.458311973199754,2023-03-22,2023-03-22,1
3185,2,359,3.4376071252649263,2023-03-23,2023-03-23,5
3186,2,359,16.90162584221936,2023-03-25,2023-03-25,1
3187,3,359,10.455207154324002,2023-03-26,2023-03-26,3
3188,2,359,4.6117297482426896,2023-03-27,2023-03-27,5
3189,3,359,14.665808290045776,2023-03-30,2023-03-30,5
3190,2,359,1.756226368669284,2023-03-31,2023-03-31,1
3191,3,360,15.459160974168894,2023-04-02,2023-04-02,2
3192,3,360,13.387640460241583,2023-04-03,2023-04-03,2
3193,3,360,9.950373579753817,2023-04-07,2023-04-07,1
3194,3,360,6.721585368360653,2023-04-10,2023-04-10,5
3195,3,360,16.602094288035083,2023-04-13,2023-04-13,5
3196,3,360,1.2616665903352118,2023-04-14,2023-04-14,1
3197,3,360,2.3852938242209705,2023-04-16,2023-04-16,4
3198,3,360,16.25380792991856,2023-04-18,2023-04-18,1
3199,3,360,14.679219570860162,2023-04-19,2023-04-19,1
3200,2,360,3.0838779396924734,2023-04-19,2023-04-19,5
3201,2,360,6.743263920972822,2023-04-22,2023-04-22,2
3202,3,360,7.332305055382866,2023-04-23,2023-04-23,5
3203,2,360,7.631335913416944,2023-04-24,2023-04-24,3
3204,3,360,13.658506003260866,2023-04-25,2023-04-25,2
3205,2,360,3.873392241448091,2023-04-27,2023-04-27,4
3206,3,360,1.5346487587949045,2023-04-27,2023-04-27,5
3207,2,361,4.332392080715909,2023-05-01,2023-05-01,3
3208,2,361,15.227957790734227,2023-05-09,2023-05-09,4
3209,2,361,7.825548053071915,2023-05-11,2023-05-11,1
3210,3,361,12.600676285336453,2023-05-16,2023-05-16,1
3211,2,361,16.894989269655667,2023-05-19,2023-05-19,4
3212,2,361,2.744494448266444,2023-05-22,2023-05-22,2
3213,2,361,10.956150574932622,2023-05-29,2023-05-29,5
3214,3,361,12.160491919183457,2023-05-30,2023-05-30,4
3215,3,362,15.826405719854352,2023-06-05,2023-06-05,2
3216,3,362,1.5359607345082875,2023-06-06,2023-06-06,1
3217,2,362,1.8673387602899798,2023-06-10,2023-06-10,3
3218,3,362,11.64483092215974,2023-06-13,2023-06-13,1
3219,2,362,6.213863290538236,2023-06-15,2023-06-15,3
3220,2,362,15.741117443475682,2023-06-26,2023-06-26,4
3221,2,362,10.138553818502915,2023-06-28,2023-06-28,1
3222,3,362,12.811056056417303,2023-06-29,2023-06-29,2
3223,10,363,11.032033552833589,2023-06-30,2023-06-30,2
3224,10,363,9.124892948955166,2023-07-04,2023-07-04,5
3225,12,363,14.967347883973218,2023-07-06,2023-07-06,2
3226,12,363,11.060327814016526,2023-07-07,2023-07-07,3
3227,12,363,6.1233917002087015,2023-07-19,2023-07-19,1
3228,12,363,6.6566919303854934,2023-07-24,2023-07-24,3
3229,10,363,0.8246857128394686,2023-07-25,2023-07-25,1
3230,12,364,12.9617453703545,2023-07-31,2023-07-31,5
3231,12,364,1.978205537261922,2023-08-05,2023-08-05,4
3232,10,364,4.05532156214895,2023-08-11,2023-08-11,4
3233,12,364,13.167540513160532,2023-08-11,2023-08-11,3
3234,12,364,2.2313482894382477,2023-08-12,2023-08-12,2
3235,10,364,13.497711111050496,2023-08-13,2023-08-13,3
3236,10,364,15.938502527652155,2023-08-28,2023-08-28,2
3237,12,365,14.434557054282875,2023-08-29,2023-08-29,2
3238,10,365,10.913832085047332,2023-08-29,2023-08-29,4
3239,10,365,15.770423145438247,2023-08-30,2023-08-30,1
3240,10,365,1.6720824858084697,2023-09-01,2023-09-01,2
3241,12,365,7.255428918217814,2023-09-06,2023-09-06,1
3242,10,365,9.720154877865369,2023-09-09,2023-09-09,2
3243,12,365,1.19398726280107,2023-09-13,2023-09-13,4
3244,12,365,8.102413266851366,2023-09-16,2023-09-16,3
3245,10,365,12.832954513002221,2023-09-17,2023-09-17,2
3246,10,365,12.974894878795125,2023-09-21,2023-09-21,2
3247,10,365,6.306751311425469,2023-09-22,2023-09-22,5
3248,11,366,8.832204745560535,2023-10-19,2023-10-19,5
3249,11,366,11.402455407557076,2023-10-23,2023-10-23,3
3250,11,367,19.25523631856466,2023-11-05,2023-11-05,1
3251,11,367,17.486339194313956,2023-11-16,2023-11-16,3
3252,11,367,15.83710740752328,2023-11-21,2023-11-21,4
3253,11,367,3.100511127224787,2023-11-25,2023-11-25,4
3254,11,367,14.699447896657158,2023-11-26,2023-11-26,1
3255,11,368,14.751848945692513,2023-11-30,2023-11-30,2
3256,11,368,11.510361857208519,2023-12-03,2023-12-03,5
3257,11,368,15.379234779282463,2023-12-08,2023-12-08,2
3258,11,368,5.091332516386563,2023-12-17,2023-12-17,5
3259,9,369,12.072016967776536,2023-01-02,2023-01-02,5
3260,9,369,19.603878040339882,2023-01-12,2023-01-12,2
3261,9,369,5.289769690551108,2023-01-13,2023-01-13,4
3262,11,369,20.658813886141296,2023-01-19,2023-01-19,5
3263,11,369,3.4013786680852673,2023-01-20,2023-01-20,3
3264,9,369,14.377838489566866,2023-01-21,2023-01-21,1
3265,11,369,15.310573140714334,2023-01-22,2023-01-22,2
3266,11,369,19.361681238998276,2023-01-23,2023-01-23,2
3267,11,369,22.212803389687906,2023-01-26,2023-01-26,1
3268,9,370,16.086552085216926,2023-02-01,2023-02-01,2
3269,11,370,4.065912223867871,2023-02-04,2023-02-04,5
3270,9,370,20.252760748808335,2023-02-05,2023-02-05,2
3271,9,370,1.9522692076204342,2023-02-06,2023-02-06,5
3272,11,370,23.079468864486746,2023-02-07,2023-02-07,4
3273,11,370,20.360203293702046,2023-02-08,2023-02-08,1
3274,9,370,21.245680985881506,2023-02-12,2023-02-12,1
3275,9,370,8.8888550951291,2023-02-13,2023-02-13,4
3276,11,370,4.224573081479562,2023-02-14,2023-02-14,4
3277,11,370,16.002424089232456,2023-02-18,2023-02-18,2
3278,11,370,8.384800212806965,2023-02-26,2023-02-26,4
3279,2,371,8.394891778595511,2023-03-04,2023-03-04,3
3280,2,371,14.608162937535512,2023-03-10,2023-03-10,3
3281,3,371,10.028309569159662,2023-03-10,2023-03-10,2
3282,2,371,12.498502525649208,2023-03-17,2023-03-17,2
3283,2,371,8.059751123758586,2023-03-20,2023-03-20,1
3284,2,371,11.007508536116486,2023-03-21,2023-03-21,4
3285,3,371,3.251110640150944,2023-03-22,2023-03-22,4
3286,2,371,11.243069427227702,2023-03-31,2023-03-31,5
3287,3,372,9.362214364827068,2023-04-05,2023-04-05,4
3288,3,372,16.24257882964455,2023-04-09,2023-04-09,2
3289,2,372,16.681393026833348,2023-04-16,2023-04-16,5
3290,2,372,3.463429608749253,2023-04-20,2023-04-20,5
3291,2,372,7.759641922069421,2023-04-21,2023-04-21,1
3292,3,372,8.448815583309138,2023-04-29,2023-04-29,2
3293,2,372,7.157381476704908,2023-04-30,2023-04-30,4
3294,3,373,9.96464066951977,2023-05-03,2023-05-03,1
3295,3,373,9.709800210295091,2023-05-04,2023-05-04,5
3296,2,373,1.5449437749884098,2023-05-06,2023-05-06,1
3297,2,373,17.06531824170722,2023-05-07,2023-05-07,2
3298,3,373,4.1472481087999,2023-05-07,2023-05-07,5
3299,3,373,13.106305738105265,2023-05-15,2023-05-15,5
3300,2,373,7.830135153385929,2023-05-20,2023-05-20,3
3301,2,373,17.04290779264397,2023-05-24,2023-05-24,3
3302,3,373,16.673141145306747,2023-05-25,2023-05-25,2
3303,3,373,11.773013639378874,2023-05-26,2023-05-26,1
3304,2,373,4.5065287905134594,2023-05-30,2023-05-30,1
3305,2,374,9.690590021655831,2023-05-31,2023-05-31,1
3306,2,374,8.2649813345631,2023-06-01,2023-06-01,3
3307,2,374,16.229096195548426,2023-06-04,2023-06-04,3
3308,3,374,17.57916672028952,2023-06-05,2023-06-05,4
3309,2,374,7.102434997370872,2023-06-07,2023-06-07,2
3310,2,374,3.768239684705132,2023-06-08,2023-06-08,3
3311,3,374,10.384142141268152,2023-06-11,2023-06-11,2
3312,3,374,16.203894194737636,2023-06-14,2023-06-14,1
3313,2,374,2.244493258709914,2023-06-17,2023-06-17,3
3314,2,374,11.931373344345435,2023-06-18,2023-06-18,3
3315,3,374,16.39737475410856,2023-06-21,2023-06-21,2
3316,3,374,7.8388538858755785,2023-06-23,2023-06-23,2
3317,2,374,7.257845853315743,2023-06-26,2023-06-26,4
3318,3,374,3.6817192410196036,2023-06-27,2023-06-27,5
3319,3,374,15.002430753737007,2023-06-29,2023-06-29,5
3320,10,375,14.097779551515917,2023-06-30,2023-06-30,2
3321,10,375,4.054639331362766,2023-07-02,2023-07-02,5
3322,12,375,6.029274145253668,2023-07-03,2023-07-03,4
3323,10,375,14.51697787637749,2023-07-09,2023-07-09,5
3324,12,375,1.3644229700227666,2023-07-10,2023-07-10,2
3325,12,375,1.5043924987966433,2023-07-11,2023-07-11,2
3326,10,375,10.764977814553111,2023-07-12,2023-07-12,5
3327,12,375,3.2160030289190553,2023-07-14,2023-07-14,2
3328,12,375,11.02451692261774,2023-07-15,2023-07-15,5
3329,10,375,7.501934976673988,2023-07-16,2023-07-16,5
3330,12,375,4.797618506948025,2023-07-18,2023-07-18,5
3331,10,375,10.383373676817584,2023-07-20,2023-07-20,3
3332,12,375,14.439088319859634,2023-07-22,2023-07-22,2
3333,10,375,3.6274675509393113,2023-07-23,2023-07-23,2
3334,10,375,5.929141624169983,2023-07-26,2023-07-26,1
3335,12,375,4.668875124410088,2023-07-26,2023-07-26,3
3336,12,375,10.805414353269953,2023-07-29,2023-07-29,2
3337,10,376,12.996849176148993,2023-08-03,2023-08-03,3
3338,10,376,15.279293193658203,2023-08-05,2023-08-05,4
3339,10,376,9.377708872013695,2023-08-11,2023-08-11,2
3340,12,376,8.211610991688067,2023-08-14,2023-08-14,3
3341,12,376,4.117514638837973,2023-08-20,2023-08-20,3
3342,10,376,8.21832676256146,2023-08-23,2023-08-23,4
3343,10,376,1.445694521223932,2023-08-25,2023-08-25,4
3344,10,377,8.15072663620113,2023-09-02,2023-09-02,3
3345,10,377,9.913205118806246,2023-09-08,2023-09-08,5
3346,12,377,14.637526755493353,2023-09-09,2023-09-09,2
3347,10,377,13.879169394715916,2023-09-11,2023-09-11,3
3348,10,377,9.783786068888203,2023-09-13,2023-09-13,3
3349,12,377,1.3660764414928759,2023-09-14,2023-09-14,4
3350,12,377,10.46737072309918,2023-09-19,2023-09-19,4
3351,12,377,6.072749850236567,2023-09-23,2023-09-23,3
3352,12,377,5.906542715133729,2023-09-24,2023-09-24,5
3353,11,378,6.467489344890927,2023-10-13,2023-10-13,3
3354,11,378,13.710397228959698,2023-10-15,2023-10-15,2
3355,11,378,13.003991565509166,2023-10-22,2023-10-22,2
3356,11,379,7.16512330117202,2023-10-31,2023-10-31,2
3357,11,379,17.940310302939157,2023-11-04,2023-11-04,5
3358,11,379,12.388010658299258,2023-11-12,2023-11-12,4
3359,11,380,18.36168691004947,2023-12-02,2023-12-02,1
3360,11,380,1.1820801696970107,2023-12-20,2023-12-20,5
3361,11,380,7.546917038471349,2023-12-25,2023-12-25,4
3362,11,380,9.954868844106736,2023-12-26,2023-12-26,4
3363,9,381,18.490846978678345,2023-01-04,2023-01-04,5
3364,9,381,2.6251192911187324,2023-01-06,2023-01-06,4
3365,9,381,19.037438056459756,2023-01-11,2023-01-11,4
3366,11,381,6.961115811501048,2023-01-12,2023-01-12,2
3367,9,381,10.211756464629573,2023-01-15,2023-01-15,2
3368,11,381,20.80987614105086,2023-01-18,2023-01-18,2
3369,9,381,14.428190562529846,2023-01-19,2023-01-19,3
3370,9,381,14.76346333454677,2023-01-23,2023-01-23,5
3371,9,381,2.745580963953111,2023-01-24,2023-01-24,1
3372,9,381,7.967458527956255,2023-01-25,2023-01-25,2
3373,11,381,18.963396543949465,2023-01-26,2023-01-26,4
3374,11,382,5.1079272612866005,2023-02-07,2023-02-07,2
3375,9,382,4.175443079866674,2023-02-12,2023-02-12,5
3376,9,382,13.479783957554405,2023-02-23,2023-02-23,2
3377,9,382,3.2383098974741036,2023-02-24,2023-02-24,2
3378,11,382,11.250261359731606,2023-02-27,2023-02-27,2
3379,3,383,10.881468001270573,2023-03-06,2023-03-06,3
3380,2,383,12.650132718292761,2023-03-07,2023-03-07,3
3381,3,383,4.6095884439566985,2023-03-09,2023-03-09,1
3382,3,383,4.055122278843689,2023-03-13,2023-03-13,2
3383,3,383,3.1333220642104505,2023-03-24,2023-03-24,2
3384,3,383,13.435312707551235,2023-03-25,2023-03-25,1
3385,2,383,3.226554883807132,2023-03-25,2023-03-25,1
3386,2,384,9.900589026674366,2023-04-01,2023-04-01,3
3387,3,384,3.8285110820178696,2023-04-02,2023-04-02,4
3388,3,384,12.93649055659447,2023-04-03,2023-04-03,5
3389,2,384,2.6697730101130537,2023-04-08,2023-04-08,2
3390,3,384,9.96227317321419,2023-04-13,2023-04-13,5
3391,2,384,11.81909202627498,2023-04-15,2023-04-15,5
3392,2,384,2.185343464246485,2023-04-17,2023-04-17,5
3393,3,384,5.632975220234682,2023-04-19,2023-04-19,3
3394,2,384,11.901451500728108,2023-04-24,2023-04-24,5
3395,3,384,12.305000282443636,2023-04-25,2023-04-25,2
3396,2,385,1.6708191226077407,2023-05-02,2023-05-02,5
3397,2,385,16.462620444041445,2023-05-03,2023-05-03,4
3398,3,385,16.27673046096437,2023-05-06,2023-05-06,5
3399,2,385,2.1308944735611832,2023-05-07,2023-05-07,5
3400,2,385,6.5116928494031265,2023-05-09,2023-05-09,1
3401,3,385,10.033076510290032,2023-05-14,2023-05-14,3
3402,2,385,13.924963382357165,2023-05-16,2023-05-16,1
3403,2,385,12.3918468515976,2023-05-17,2023-05-17,5
3404,3,385,3.9139585602335907,2023-05-20,2023-05-20,3
3405,2,385,3.34633298019513,2023-05-26,2023-05-26,5
3406,3,385,12.193247173701987,2023-05-27,2023-05-27,4
3407,3,385,14.752200555293184,2023-05-28,2023-05-28,1
3408,3,386,5.695897393815383,2023-06-03,2023-06-03,2
3409,2,386,2.021955787571875,2023-06-06,2023-06-06,3
3410,2,386,10.011694381642815,2023-06-07,2023-06-07,2
3411,2,386,11.534271369679752,2023-06-09,2023-06-09,3
3412,3,386,15.881493188965019,2023-06-10,2023-06-10,2
3413,2,386,7.420166638310411,2023-06-15,2023-06-15,4
3414,2,386,5.259054295586359,2023-06-16,2023-06-16,5
3415,2,386,11.692275410818276,2023-06-17,2023-06-17,2
3416,3,386,10.985237562894804,2023-06-17,2023-06-17,3
3417,3,386,17.542852281411125,2023-06-18,2023-06-18,1
3418,2,386,12.412356211783417,2023-06-20,2023-06-20,3
3419,3,386,8.167531656344284,2023-06-22,2023-06-22,1
3420,3,386,7.140319626369402,2023-06-23,2023-06-23,3
3421,2,386,11.146742387987418,2023-06-28,2023-06-28,5
3422,3,386,8.320414953552419,2023-06-29,2023-06-29,1
3423,2,386,10.559974527056609,2023-06-29,2023-06-29,5
3424,10,387,10.080895063284997,2023-07-01,2023-07-01,3
3425,12,387,2.2279156097403217,2023-07-13,2023-07-13,5
3426,12,387,6.973774312869979,2023-07-23,2023-07-23,1
3427,10,387,4.0438438126769345,2023-07-27,2023-07-27,1
3428,10,387,15.273891397066718,2023-07-29,2023-07-29,4
3429,10,388,10.374731343512423,2023-07-30,2023-07-30,4
3430,10,388,15.799904323703997,2023-07-31,2023-07-31,4
3431,10,388,2.332122409121306,2023-08-02,2023-08-02,3
3432,12,388,8.474781016129768,2023-08-03,2023-08-03,5
3433,10,388,12.918492904507355,2023-08-06,2023-08-06,3
3434,10,388,8.14930329224835,2023-08-08,2023-08-08,4
3435,10,388,11.879343396277362,2023-08-10,2023-08-10,1
3436,12,388,1.4340826230075334,2023-08-11,2023-08-11,4
3437,12,388,14.192603062472656,2023-08-13,2023-08-13,3
3438,10,388,12.618899314500545,2023-08-19,2023-08-19,1
3439,12,388,10.007118025088296,2023-08-21,2023-08-21,3
3440,12,388,15.9533324331798,2023-08-24,2023-08-24,5
3441,10,388,3.2039714003494,2023-08-26,2023-08-26,3
3442,12,389,1.95535264148856,2023-09-03,2023-09-03,2
3443,12,389,5.545691665933999,2023-09-11,2023-09-11,4
3444,12,389,4.398271157061287,2023-09-12,2023-09-12,3
3445,10,389,7.184042484765641,2023-09-14,2023-09-14,3
3446,12,389,7.1779370373351234,2023-09-18,2023-09-18,3
3447,10,389,5.867249682484001,2023-09-21,2023-09-21,4
3448,10,389,6.957192907158799,2023-09-22,2023-09-22,2
3449,10,389,9.391417419109144,2023-09-24,2023-09-24,2
3450,12,389,7.147819982994173,2023-09-26,2023-09-26,1
3451,11,390,16.043447056085274,2023-10-01,2023-10-01,5
3452,11,390,2.04620271318592,2023-10-03,2023-10-03,4
3453,11,390,18.194414116342607,2023-10-06,2023-10-06,3
3454,11,390,12.996385056549922,2023-10-14,2023-10-14,4
3455,11,390,15.637631320562846,2023-10-26,2023-10-26,2
3456,11,391,16.330111725133648,2023-11-03,2023-11-03,5
3457,11,391,5.976339253608151,2023-11-07,2023-11-07,2
3458,11,391,15.250990527745698,2023-11-12,2023-11-12,2
3459,11,391,10.24332293025302,2023-11-14,2023-11-14,4
3460,11,391,19.486927126639767,2023-11-18,2023-11-18,4
3461,11,391,12.494679574444106,2023-11-23,2023-11-23,5
3462,11,391,9.919416225442603,2023-11-24,2023-11-24,2
3463,11,392,11.642656160344737,2023-12-06,2023-12-06,3
3464,11,392,7.6371538610339735,2023-12-14,2023-12-14,3
3465,11,392,11.589860238440247,2023-12-20,2023-12-20,1
3466,11,392,13.029118376296342,2023-12-25,2023-12-25,3
3467,11,393,8.275463283043596,2023-01-04,2023-01-04,1
3468,11,393,6.814216419733487,2023-01-09,2023-01-09,5
3469,11,393,7.249397776674935,2023-01-12,2023-01-12,3
3470,9,393,2.2460057341769213,2023-01-20,2023-01-20,1
3471,11,393,14.245530030657394,2023-01-23,2023-01-23,3
3472,9,393,11.480461339235916,2023-01-23,2023-01-23,1
3473,11,393,17.940776932863802,2023-01-26,2023-01-26,2
3474,9,393,3.7978128088823566,2023-01-29,2023-01-29,1
3475,11,393,3.219507980149528,2023-01-29,2023-01-29,3
3476,11,393,4.919526724625997,2023-01-30,2023-01-30,3
3477,11,394,4.796776557917316,2023-01-31,2023-01-31,2
3478,9,394,19.489651687279885,2023-01-31,2023-01-31,5
3479,9,394,2.134723681450581,2023-02-02,2023-02-02,5
3480,11,394,14.074512073130245,2023-02-04,2023-02-04,1
3481,11,394,3.945662952362159,2023-02-05,2023-02-05,1
3482,11,394,14.142893651346895,2023-02-10,2023-02-10,2
3483,9,394,22.27905410998036,2023-02-12,2023-02-12,2
3484,9,394,20.754847414262606,2023-02-13,2023-02-13,5
3485,11,394,15.913745498379903,2023-02-14,2023-02-14,2
3486,9,394,15.295509420774174,2023-02-15,2023-02-15,3
3487,11,394,6.060678579352786,2023-02-19,2023-02-19,5
3488,9,394,2.320255326176507,2023-02-19,2023-02-19,2
3489,11,394,19.717864717607515,2023-02-21,2023-02-21,4
3490,9,394,8.069809707995852,2023-02-23,2023-02-23,2
3491,9,394,1.9023572187005182,2023-02-27,2023-02-27,1
3492,3,395,0.9399868021854386,2023-03-03,2023-03-03,4
3493,2,395,2.561368810559984,2023-03-11,2023-03-11,5
3494,3,395,14.144992363005391,2023-03-12,2023-03-12,3
3495,3,395,1.324574592262612,2023-03-14,2023-03-14,2
3496,2,395,9.715863764133495,2023-03-24,2023-03-24,1
3497,2,396,14.601747428794559,2023-04-05,2023-04-05,1
3498,3,396,13.117002722663676,2023-04-07,2023-04-07,5
3499,2,396,12.443759178073934,2023-04-10,2023-04-10,5
3500,2,396,9.387540879333105,2023-04-12,2023-04-12,1
3501,3,396,8.477080253403209,2023-04-13,2023-04-13,2
3502,2,396,16.15998770889266,2023-04-19,2023-04-19,4
3503,3,396,16.53304024551743,2023-04-20,2023-04-20,2
3504,2,396,11.426447144271707,2023-04-22,2023-04-22,3
3505,2,396,4.747568654885273,2023-04-25,2023-04-25,5
3506,3,396,4.820696381598921,2023-04-30,2023-04-30,4
3507,2,397,15.582870405767315,2023-05-02,2023-05-02,5
3508,2,397,2.544328138771378,2023-05-10,2023-05-10,4
3509,3,397,11.03993352453675,2023-05-15,2023-05-15,4
3510,2,397,2.0361488164372172,2023-05-15,2023-05-15,4
3511,2,397,7.864740805929366,2023-05-16,2023-05-16,2
3512,3,397,15.13475375505012,2023-05-21,2023-05-21,2
3513,2,397,10.903907135176784,2023-05-24,2023-05-24,4
3514,3,397,5.714637875748075,2023-05-27,2023-05-27,4
3515,3,397,4.103906487320342,2023-05-28,2023-05-28,1
3516,3,398,12.767807279718033,2023-06-03,2023-06-03,4
3517,2,398,5.4044456444733315,2023-06-05,2023-06-05,3
3518,3,398,13.349879678824426,2023-06-06,2023-06-06,5
3519,2,398,10.31767881446813,2023-06-06,2023-06-06,1
3520,2,398,4.305964191403558,2023-06-11,2023-06-11,5
3521,3,398,6.474774858564723,2023-06-12,2023-06-12,1
3522,2,398,14.763399806035027,2023-06-18,2023-06-18,5
3523,3,398,4.040009785650789,2023-06-18,2023-06-18,5
3524,2,398,6.941373964740523,2023-06-21,2023-06-21,2
3525,3,398,1.163786583927387,2023-06-24,2023-06-24,5
3526,12,399,15.385572245750598,2023-07-02,2023-07-02,2
3527,10,399,15.527751945140398,2023-07-03,2023-07-03,4
3528,12,399,8.158177014061367,2023-07-04,2023-07-04,3
3529,10,399,2.070103532791081,2023-07-10,2023-07-10,2
3530,10,399,5.64498055533849,2023-07-14,2023-07-14,3
3531,12,399,6.227399384186971,2023-07-17,2023-07-17,2
3532,12,399,9.81619610857614,2023-07-19,2023-07-19,2
3533,12,399,6.535453888018257,2023-07-21,2023-07-21,3
3534,12,399,0.9912896627888199,2023-07-22,2023-07-22,1
3535,10,399,7.097693801362315,2023-07-22,2023-07-22,5
3536,12,399,14.541457029983306,2023-07-23,2023-07-23,2
3537,12,399,14.174141455181482,2023-07-25,2023-07-25,1
3538,12,400,13.536977856968367,2023-08-01,2023-08-01,4
3539,10,400,5.311276004243567,2023-08-05,2023-08-05,1
3540,12,400,7.094354410697477,2023-08-10,2023-08-10,5
3541,10,400,11.658149937316418,2023-08-15,2023-08-15,4
3542,10,400,12.358484446653137,2023-08-16,2023-08-16,3
3543,10,400,14.86402340509838,2023-08-18,2023-08-18,4
3544,10,400,15.470708938790708,2023-08-19,2023-08-19,3
3545,10,401,3.617688586564803,2023-09-09,2023-09-09,4
3546,10,401,10.76682217700976,2023-09-10,2023-09-10,4
3547,12,401,0.8731857446790535,2023-09-11,2023-09-11,1
3548,12,401,13.108457098346998,2023-09-18,2023-09-18,2
3549,10,401,3.0900929686709238,2023-09-19,2023-09-19,5
3550,12,401,7.017721768725462,2023-09-23,2023-09-23,5
3551,11,402,11.292172561572192,2023-10-23,2023-10-23,3
3552,11,403,10.488340294470364,2023-10-29,2023-10-29,1
3553,11,403,3.3467362730168264,2023-10-31,2023-10-31,2
3554,11,403,18.141918837023415,2023-11-03,2023-11-03,2
3555,11,403,18.62754851364611,2023-11-13,2023-11-13,5
3556,11,403,17.224950273630313,2023-11-15,2023-11-15,5
3557,11,403,4.000644118543834,2023-11-22,2023-11-22,1
3558,11,403,11.875804215217997,2023-11-24,2023-11-24,3
3559,11,404,18.435212407385418,2023-11-29,2023-11-29,4
3560,11,404,5.029319132960154,2023-12-02,2023-12-02,3
3561,11,404,10.553216516026898,2023-12-04,2023-12-04,1
3562,11,404,11.427639837826916,2023-12-18,2023-12-18,5
3563,9,405,8.476946101085458,2023-01-02,2023-01-02,1
3564,11,405,22.280225413601563,2023-01-03,2023-01-03,3
3565,11,405,2.320838419074311,2023-01-11,2023-01-11,1
3566,11,405,6.831057986358182,2023-01-12,2023-01-12,5
3567,11,405,2.8970563982586977,2023-01-13,2023-01-13,5
3568,9,405,19.72631967485612,2023-01-15,2023-01-15,5
3569,11,405,6.533038356356994,2023-01-16,2023-01-16,1
3570,11,405,23.018525439836004,2023-01-25,2023-01-25,2
3571,11,405,5.561724139478782,2023-01-26,2023-01-26,4
3572,11,406,10.4476009930718,2023-02-01,2023-02-01,5
3573,11,406,18.55866795163026,2023-02-08,2023-02-08,1
3574,11,406,10.436380045599302,2023-02-14,2023-02-14,5
3575,11,406,22.032517241440125,2023-02-16,2023-02-16,3
3576,9,406,19.968719086961002,2023-02-24,2023-02-24,1
3577,9,406,6.956715398339129,2023-02-25,2023-02-25,3
3578,11,406,16.12571938246957,2023-02-25,2023-02-25,4
3579,9,406,18.811247969781952,2023-02-26,2023-02-26,3
3580,9,406,5.782964369769738,2023-02-28,2023-02-28,2
3581,9,406,6.003334495555855,2023-03-01,2023-03-01,5
3582,3,407,13.994826887505877,2023-03-09,2023-03-09,4
3583,3,407,14.405283010693122,2023-03-11,2023-03-11,5
3584,2,407,4.417771519972727,2023-03-15,2023-03-15,4
3585,3,407,2.114549762813346,2023-03-21,2023-03-21,5
3586,3,407,11.69025537789098,2023-03-26,2023-03-26,2
3587,2,407,1.6588345339668844,2023-03-30,2023-03-30,5
3588,2,408,6.052340581352884,2023-04-11,2023-04-11,3
3589,2,408,11.999159579486053,2023-04-13,2023-04-13,3
3590,2,408,11.866345979063569,2023-04-16,2023-04-16,5
3591,2,408,1.9170761670024739,2023-04-19,2023-04-19,2
3592,3,408,14.31627894283358,2023-04-19,2023-04-19,1
3593,2,408,12.883116432716402,2023-04-20,2023-04-20,2
3594,3,408,1.1308223140450937,2023-04-21,2023-04-21,2
3595,3,408,3.722758976684794,2023-04-27,2023-04-27,1
3596,3,408,3.718713910848648,2023-04-30,2023-04-30,1
3597,3,409,5.192754173225379,2023-05-03,2023-05-03,5
3598,3,409,1.684066866572895,2023-05-04,2023-05-04,3
3599,2,409,7.905823443116188,2023-05-08,2023-05-08,4
3600,2,409,1.3883403906115572,2023-05-10,2023-05-10,4
3601,2,409,5.068050844696611,2023-05-11,2023-05-11,5
3602,3,409,17.290719174473377,2023-05-15,2023-05-15,5
3603,3,409,17.48814780733472,2023-05-22,2023-05-22,1
3604,2,409,12.748759214134694,2023-05-22,2023-05-22,4
3605,3,409,14.929432648206435,2023-05-23,2023-05-23,4
3606,2,409,4.252684355403982,2023-05-24,2023-05-24,3
3607,2,409,2.813317071193559,2023-05-27,2023-05-27,1
3608,3,409,11.926708308866921,2023-05-28,2023-05-28,3
3609,2,410,10.138125264894974,2023-06-02,2023-06-02,5
3610,3,410,11.480654852413167,2023-06-04,2023-06-04,4
3611,3,410,2.331196120316767,2023-06-05,2023-06-05,5
3612,2,410,13.552593804626573,2023-06-13,2023-06-13,5
3613,3,410,11.749609882374804,2023-06-17,2023-06-17,1
3614,3,410,6.413675824199695,2023-06-20,2023-06-20,1
3615,2,410,0.9183150535795749,2023-06-22,2023-06-22,2
3616,2,410,5.808084847449027,2023-06-29,2023-06-29,3
3617,10,411,6.7509710460557475,2023-07-02,2023-07-02,2
3618,12,411,6.84957059627483,2023-07-08,2023-07-08,2
3619,10,411,4.4903593428584445,2023-07-09,2023-07-09,4
3620,12,411,8.898255009215408,2023-07-13,2023-07-13,1
3621,12,411,5.899432614454641,2023-07-22,2023-07-22,3
3622,10,411,2.222759225192703,2023-07-27,2023-07-27,3
3623,12,412,5.985848659518188,2023-07-31,2023-07-31,3
3624,12,412,0.9467422295790769,2023-08-01,2023-08-01,4
3625,10,412,12.959392627470647,2023-08-05,2023-08-05,3
3626,10,412,15.526256637829523,2023-08-06,2023-08-06,4
3627,12,412,8.015940111187238,2023-08-08,2023-08-08,3
3628,10,412,13.63824535109147,2023-08-08,2023-08-08,4
3629,10,412,15.369136267304052,2023-08-10,2023-08-10,5
3630,10,412,2.88369140991763,2023-08-15,2023-08-15,3
3631,12,412,13.541196059343577,2023-08-15,2023-08-15,5
